Date,Open,High,Low,Close,Adj Close,Volume
2012/3/19,85.48143,85.96714,84.150002,,57.259331,225309000
2012/3/20,85.644287,86.699997,84.497147,,57.722279,204165500
2012/3/21,86.105713,87.092857,85.915718,,57.392685,161010500
2012/3/22,85.397141,86.35714,85.075714,,57.091686,155967700
2012/3/23,85.784286,85.971428,84.914284,,56.778282,107622200
2012/3/26,85.684288,86.735718,85.03714,,57.819431,148935500
2012/3/27,86.597145,88.040001,86.580002,,58.533867,151782400
2012/3/28,88.339996,88.778572,87.187141,,58.832985,163865100
2012/3/29,87.540001,88.080002,86.747147,,58.093777,152059600
2012/3/30,86.96714,87.222855,85.419998,,57.111679,182759500
2012/4/2,85.975716,88.395714,85.76857,,58.929195,149587900
2012/4/3,89.614288,90.315712,88.93,,59.947506,208639900
2012/4/4,89.192856,89.408569,88.14286,,59.470268,143245200
2012/4/5,89.568573,90.665718,89.057144,,60.362816,160324500
2012/4/9,89.447144,91.405716,89.328575,,60.605724,149384200
2012/4/10,91.418571,92,89.428574,,59.86367,222431300
2012/4/11,90.885712,90.98143,89.048569,,59.650284,174153700
2012/4/12,89.285713,90.190002,88.64286,,59.323555,153584200
2012/4/13,89.158569,89.242859,86.215714,,57.65274,214911200
2012/4/16,87.151428,87.182854,82.60714,,55.261787,262696700
2012/4/17,82.705711,87.14286,81.701431,,58.078533,256382000
2012/4/18,87.674286,88.60714,86.101425,,57.948994,238632800
2012/4/19,85.745712,86.389999,83.502853,,55.958122,208679800
2012/4/20,84.482857,84.945717,81.488571,,54.580685,257746300
2012/4/23,81.515717,82.381432,79.517143,,54.458748,241632300
2012/4/24,80.372856,81.098572,79.285713,,53.370911,269037300
2012/4/25,87.94857,88.285713,86.571426,,58.107124,226444400
2012/4/26,87.752853,87.812859,86.01857,,57.888039,134017100
2012/4/27,86.438568,86.597145,85.785713,,57.440311,101680600
2012/4/30,85.400002,85.485718,83.285713,,55.628525,126536200
2012/5/1,83.557144,85.251427,83.03286,,55.452282,152749800
2012/5/2,82.891426,83.914284,82.694283,,55.819035,106847300
2012/5/3,84.35714,84.485718,82.900002,,55.422768,97637400
2012/5/4,82.440002,82.622856,80.738571,,53.844349,132498100
2012/5/7,80.214287,81.824287,80.175713,,54.247292,115029600
2012/5/8,81.368568,81.64286,79.818573,,54.12344,124313000
2012/5/9,80.528572,81.997147,80.121429,,54.218697,120176000
2012/5/10,82.082855,82.26857,81.205711,,54.34634,83300000
2012/5/11,80.714287,82.067146,80.621429,,53.983425,99886500
2012/5/14,80.367142,81.072861,79.657143,,53.174683,88156600
2012/5/15,80.207146,80.459999,78.821426,,52.693634,119084000
2012/5/16,79.150002,79.555717,77.291428,,52.018246,140224000
2012/5/17,77.901428,78.214287,75.73143,,50.497944,179305000
2012/5/18,76.279999,77.629997,74.597145,,50.52272,183073100
2012/5/21,76.35714,80.220001,76.292854,,53.466179,157776500
2012/5/22,81.364288,81.982857,78.940002,,53.055626,173717600
2012/5/23,79.64286,81.828575,79.03286,,54.350174,146224400
2012/5/24,82.267143,82.35714,80.175713,,53.851009,124057500
2012/5/25,80.655716,80.835716,79.781425,,53.562382,82126800
2012/5/29,81.557144,82,80.758568,,54.513062,95127200
2012/5/30,81.314285,82.855713,80.937141,,55.170326,132357400
2012/5/31,82.96286,83.071426,81.637146,,55.033165,122918600
2012/6/1,81.308571,81.807144,80.074287,,53.438534,130246900
2012/6/4,80.214287,81.071426,78.35714,,53.752899,139248900
2012/6/5,80.181427,80.924286,79.761429,,53.613831,97053600
2012/6/6,81.110001,81.978569,80.785713,,54.43589,100363900
2012/6/7,82.470001,82.474289,81.5,,54.460667,94941700
2012/6/8,81.657143,82.940002,81.285713,,55.279873,86879100
2012/6/11,83.959999,84.071426,81.51857,,54.408268,147816200
2012/6/12,82.065712,82.374283,80.957146,,54.883614,108845100
2012/6/13,82.074287,82.639999,81.482857,,54.502571,73395000
2012/6/14,81.605713,81.928574,81.03714,,54.44257,86393300
2012/6/15,81.571426,82.08857,81.364288,,54.690224,83813800
2012/6/18,81.565712,83.984283,81.48143,,55.799973,110103000
2012/6/19,83.342857,84.285713,83.300003,,55.95525,90351100
2012/6/20,84.029999,84.178574,82.971428,,55.796169,89735800
2012/6/21,83.634285,84.031425,82.491432,,55.027439,81587800
2012/6/22,82.720001,83.169998,82.202858,,55.449432,71117900
2012/6/25,82.471428,82.828575,81.48143,,54.370174,76095600
2012/6/26,81.618568,82.07,81.047142,,54.490189,69134100
2012/6/27,82.14286,82.391426,81.702858,,54.725468,50749300
2012/6/28,81.667145,82,80.80143,,54.206326,70709100
2012/6/29,82.571426,83.428574,82.035713,,55.630413,105375200
2012/7/2,83.53286,84.781425,83.371429,,56.442024,100023000
2012/7/3,84.982857,85.714287,84.85714,,57.098343,60428200
